timestamp_utc,instrument,timeframe,open,high,low,close,volume,p_model_up,p_market_up,tv_recommendation,tv_confidence
2026-05-09T02:15:00Z,XRPUSDT,5m,1.43050000,1.43090000,1.42900000,1.42950000,340241.00000000,0.4091,0.6466,NEUTRAL,0.0
2026-05-09T02:20:00Z,XRPUSDT,5m,1.42940000,1.43020000,1.42930000,1.42970000,197057.20000000,0.4895,0.6512,NEUTRAL,0.0
2026-05-09T02:25:00Z,XRPUSDT,5m,1.42970000,1.43010000,1.42880000,1.43010000,345296.40000000,0.5175,0.6306,NEUTRAL,0.0
2026-05-09T02:30:00Z,XRPUSDT,5m,1.43020000,1.43100000,1.43000000,1.43070000,340324.70000000,0.5279,0.6429,NEUTRAL,0.0
2026-05-09T02:35:00Z,XRPUSDT,5m,1.43060000,1.43140000,1.43020000,1.43090000,197008.20000000,0.5175,0.6489,NEUTRAL,0.0
2026-05-09T02:40:00Z,XRPUSDT,5m,1.43090000,1.43110000,1.42950000,1.43000000,268325.20000000,0.4720,0.4940,NEUTRAL,0.0
2026-05-09T02:45:00Z,XRPUSDT,5m,1.43000000,1.43010000,1.42760000,1.42870000,750590.10000000,0.4388,0.3373,NEUTRAL,0.0
2026-05-09T02:50:00Z,XRPUSDT,5m,1.42860000,1.42980000,1.42780000,1.42980000,125670.60000000,0.5157,0.4699,NEUTRAL,0.0
2026-05-09T02:55:00Z,XRPUSDT,5m,1.42980000,1.43160000,1.42970000,1.43100000,376857.50000000,0.5611,0.6145,NEUTRAL,0.0
2026-05-09T03:00:00Z,XRPUSDT,5m,1.43100000,1.43220000,1.43020000,1.43220000,325922.10000000,0.5628,0.7590,NEUTRAL,0.0
2026-05-09T03:05:00Z,XRPUSDT,5m,1.43230000,1.43260000,1.43160000,1.43170000,187503.60000000,0.5035,0.6667,NEUTRAL,0.0
2026-05-09T03:10:00Z,XRPUSDT,5m,1.43160000,1.43160000,1.43050000,1.43060000,185615.10000000,0.4528,0.3898,NEUTRAL,0.0
2026-05-09T03:15:00Z,XRPUSDT,5m,1.43070000,1.43220000,1.43070000,1.43190000,144699.00000000,0.5262,0.5818,NEUTRAL,0.0
2026-05-09T03:20:00Z,XRPUSDT,5m,1.43190000,1.43230000,1.43080000,1.43090000,116325.80000000,0.4878,0.4000,NEUTRAL,0.0
2026-05-09T03:25:00Z,XRPUSDT,5m,1.43100000,1.43260000,1.43090000,1.43180000,359363.30000000,0.5140,0.5636,NEUTRAL,0.0
2026-05-09T03:30:00Z,XRPUSDT,5m,1.43170000,1.43170000,1.42910000,1.42940000,264418.50000000,0.4318,0.1273,NEUTRAL,0.0
2026-05-09T03:35:00Z,XRPUSDT,5m,1.42940000,1.42990000,1.42850000,1.42850000,81090.20000000,0.4265,0.0000,NEUTRAL,0.0
2026-05-09T03:40:00Z,XRPUSDT,5m,1.42840000,1.42880000,1.42670000,1.42760000,191012.90000000,0.4528,0.0000,NEUTRAL,0.0
2026-05-09T03:45:00Z,XRPUSDT,5m,1.42760000,1.42880000,1.42700000,1.42820000,53383.00000000,0.5052,0.0984,NEUTRAL,0.0
2026-05-09T03:50:00Z,XRPUSDT,5m,1.42810000,1.42920000,1.42770000,1.42910000,53123.30000000,0.5420,0.3261,NEUTRAL,0.0
2026-05-09T03:55:00Z,XRPUSDT,5m,1.42920000,1.42950000,1.42850000,1.42890000,69099.90000000,0.5087,0.2826,NEUTRAL,0.0
2026-05-09T04:00:00Z,XRPUSDT,5m,1.42880000,1.43110000,1.42880000,1.43110000,376118.90000000,0.5733,0.7609,NEUTRAL,0.0
2026-05-09T04:05:00Z,XRPUSDT,5m,1.43110000,1.43450000,1.43110000,1.43320000,448199.60000000,0.6116,1.0000,NEUTRAL,0.0
2026-05-09T04:10:00Z,XRPUSDT,5m,1.43320000,1.43330000,1.43220000,1.43270000,130608.70000000,0.5192,0.9107,NEUTRAL,0.0
2026-05-09T04:15:00Z,XRPUSDT,5m,1.43270000,1.43280000,1.43090000,1.43130000,320492.90000000,0.4424,0.6607,NEUTRAL,0.0
2026-05-09T04:20:00Z,XRPUSDT,5m,1.43120000,1.43170000,1.43000000,1.43110000,338107.40000000,0.4686,0.6250,NEUTRAL,0.0
2026-05-09T04:25:00Z,XRPUSDT,5m,1.43110000,1.43110000,1.43020000,1.43040000,160171.80000000,0.4721,0.5000,NEUTRAL,0.0
2026-05-09T04:30:00Z,XRPUSDT,5m,1.43030000,1.43040000,1.42890000,1.42970000,188301.80000000,0.4633,0.3750,NEUTRAL,0.0
2026-05-09T04:35:00Z,XRPUSDT,5m,1.42980000,1.43000000,1.42760000,1.42760000,246782.20000000,0.4143,0.0000,NEUTRAL,0.0
2026-05-09T04:40:00Z,XRPUSDT,5m,1.42760000,1.42880000,1.42730000,1.42810000,156155.30000000,0.4808,0.0893,NEUTRAL,0.0
2026-05-09T04:45:00Z,XRPUSDT,5m,1.42810000,1.43020000,1.42800000,1.42920000,212892.10000000,0.5472,0.2857,NEUTRAL,0.0
2026-05-09T04:50:00Z,XRPUSDT,5m,1.42930000,1.42990000,1.42810000,1.42830000,188674.00000000,0.4878,0.1250,NEUTRAL,0.0
2026-05-09T04:55:00Z,XRPUSDT,5m,1.42830000,1.42880000,1.42720000,1.42800000,231775.20000000,0.4738,0.0714,NEUTRAL,0.0
2026-05-09T05:00:00Z,XRPUSDT,5m,1.42800000,1.42820000,1.42590000,1.42600000,135184.60000000,0.4247,0.0000,NEUTRAL,0.0
2026-05-09T05:05:00Z,XRPUSDT,5m,1.42590000,1.42620000,1.42510000,1.42610000,142862.50000000,0.4685,0.0139,NEUTRAL,0.0
2026-05-09T05:10:00Z,XRPUSDT,5m,1.42620000,1.42720000,1.42580000,1.42620000,120700.50000000,0.5053,0.0278,NEUTRAL,0.0
2026-05-09T05:15:00Z,XRPUSDT,5m,1.42620000,1.42860000,1.42610000,1.42830000,240520.90000000,0.5752,0.3194,NEUTRAL,0.0
2026-05-09T05:20:00Z,XRPUSDT,5m,1.42830000,1.43080000,1.42820000,1.43010000,624404.80000000,0.5996,0.5694,NEUTRAL,0.0
2026-05-09T05:25:00Z,XRPUSDT,5m,1.43000000,1.43140000,1.42760000,1.42880000,542328.60000000,0.4860,0.3889,NEUTRAL,0.0
2026-05-09T05:30:00Z,XRPUSDT,5m,1.42870000,1.43000000,1.42780000,1.42950000,225583.80000000,0.5017,0.4861,NEUTRAL,0.0
2026-05-09T05:35:00Z,XRPUSDT,5m,1.42940000,1.42960000,1.42920000,1.42950000,78373.10000000,0.5122,0.4861,NEUTRAL,0.0
2026-05-09T05:40:00Z,XRPUSDT,5m,1.42960000,1.43000000,1.42830000,1.42900000,268190.10000000,0.4825,0.4167,NEUTRAL,0.0
2026-05-09T05:45:00Z,XRPUSDT,5m,1.42890000,1.42940000,1.42680000,1.42720000,470360.60000000,0.4282,0.1667,NEUTRAL,0.0
2026-05-09T05:50:00Z,XRPUSDT,5m,1.42720000,1.42760000,1.42640000,1.42720000,135941.40000000,0.4685,0.1791,NEUTRAL,0.0
2026-05-09T05:55:00Z,XRPUSDT,5m,1.42720000,1.42730000,1.42660000,1.42660000,35588.90000000,0.4790,0.1132,NEUTRAL,0.0
2026-05-09T06:00:00Z,XRPUSDT,5m,1.42660000,1.42720000,1.42570000,1.42710000,138590.20000000,0.5070,0.2157,NEUTRAL,0.0
2026-05-09T06:05:00Z,XRPUSDT,5m,1.42700000,1.42750000,1.42570000,1.42590000,103717.30000000,0.4667,0.0000,NEUTRAL,0.0
2026-05-09T06:10:00Z,XRPUSDT,5m,1.42580000,1.42640000,1.42460000,1.42560000,213821.30000000,0.4685,0.0000,NEUTRAL,0.0
2026-05-09T06:15:00Z,XRPUSDT,5m,1.42560000,1.42560000,1.42400000,1.42400000,77073.20000000,0.4386,0.0000,NEUTRAL,0.0
2026-05-09T06:20:00Z,XRPUSDT,5m,1.42400000,1.42440000,1.42320000,1.42340000,148618.70000000,0.4509,0.0000,NEUTRAL,0.0
2026-05-09T06:25:00Z,XRPUSDT,5m,1.42330000,1.42680000,1.42280000,1.42600000,1050506.40000000,0.5806,0.3881,NEUTRAL,0.0
2026-05-09T06:30:00Z,XRPUSDT,5m,1.42590000,1.42740000,1.42590000,1.42740000,124572.20000000,0.5945,0.5970,NEUTRAL,0.0
2026-05-09T06:35:00Z,XRPUSDT,5m,1.42740000,1.42740000,1.42360000,1.42360000,240781.10000000,0.3912,0.0299,NEUTRAL,0.0
