timestamp_utc,instrument,action,reason_code,p_model_up,p_market_up,edge,balance,position_qty,position_value,total_equity,price
2026-05-07T19:25:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.5,0.0147,0.4853,99.63,0.0,0.0,99.63,88.29
2026-05-07T19:30:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.5876,0.2353,0.3523,99.63,0.0,0.0,99.63,88.44
2026-05-07T19:35:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.6439,0.5,0.1439,99.63,0.0,0.0,99.63,88.62
2026-05-07T19:40:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.5113,0.3971,0.1142,99.63,0.0,0.0,99.63,88.55
2026-05-07T19:45:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.5028,0.4559,0.0469,99.63,0.0,0.0,99.63,88.59
2026-05-07T19:50:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.3982,0.1618,0.2364,99.63,0.0,0.0,99.63,88.39
2026-05-07T19:55:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.4774,0.25,0.2274,99.63,0.0,0.0,99.63,88.45
2026-05-07T20:00:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.6466,0.5882,0.0584,99.63,0.0,0.0,99.63,88.68
2026-05-07T20:05:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.5479,0.5441,0.0038,99.63,0.0,0.0,99.63,88.65
2026-05-07T20:10:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.4351,0.3971,0.038,99.63,0.0,0.0,99.63,88.55
2026-05-07T20:15:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.4378,0.3088,0.129,99.63,0.0,0.0,99.63,88.49
2026-05-07T20:20:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.5169,0.675,0.1581,99.63,0.0,0.0,99.63,88.55
2026-05-07T20:25:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.5226,0.7,0.1774,99.63,0.0,0.0,99.63,88.56
2026-05-07T20:30:00+00:00,SOLUSDT,HOLD,MAX_TRADES_DAY,0.418,0.325,0.093,99.63,0.0,0.0,99.63,88.41
