ts,session,structure,action,reason,open,high,low,close,entry,sl,tp,rr,balance
2026-05-07T23:30:00+00:00,CRYPTO,BULLISH,NO_TRADE,NO_BREAKOUT,88.25,88.28,88.19,88.19,0,0,0,0,104.0
2026-05-07T23:35:00+00:00,CRYPTO,BULLISH,NO_TRADE,NO_BREAKOUT,88.2,88.35,88.18,88.32,0,0,0,0,104.0
2026-05-07T23:40:00+00:00,CRYPTO,BULLISH,NO_TRADE,NO_BREAKOUT,88.31,88.39,88.29,88.39,0,0,0,0,104.0
2026-05-07T23:45:00+00:00,CRYPTO,BULLISH,NO_TRADE,NO_BREAKOUT,88.39,88.47,88.37,88.47,0,0,0,0,104.0
2026-05-07T23:50:00+00:00,CRYPTO,BULLISH,NO_TRADE,NO_BREAKOUT,88.46,88.48,88.4,88.43,0,0,0,0,104.0
2026-05-07T23:55:00+00:00,CRYPTO,BULLISH,NO_TRADE,NO_BREAKOUT,88.42,88.44,88.41,88.42,0,0,0,0,104.0
2026-05-08T00:00:00+00:00,CRYPTO,BULLISH,NO_TRADE,INVALID_PLAN,88.43,88.55,88.39,88.52,0,0,0,0,104.0
2026-05-08T00:05:00+00:00,CRYPTO,BULLISH,NO_TRADE,NO_BREAKOUT,88.53,88.63,88.52,88.58,0,0,0,0,104.0
2026-05-08T00:10:00+00:00,CRYPTO,BULLISH,NO_TRADE,NO_BREAKOUT,88.58,88.65,88.55,88.56,0,0,0,0,104.0
2026-05-08T00:15:00+00:00,CRYPTO,BULLISH,NO_TRADE,NO_BREAKOUT,88.57,88.58,88.43,88.56,0,0,0,0,104.0
2026-05-08T00:20:00+00:00,CRYPTO,BULLISH,NO_TRADE,NO_BREAKOUT,88.55,88.6,88.48,88.59,0,0,0,0,104.0
2026-05-08T00:25:00+00:00,CRYPTO,BULLISH,NO_TRADE,NO_BREAKOUT,88.6,88.62,88.38,88.41,0,0,0,0,104.0
2026-05-08T00:30:00+00:00,CRYPTO,BULLISH,NO_TRADE,NO_BREAKOUT,88.42,88.45,88.39,88.4,0,0,0,0,104.0
2026-05-08T00:35:00+00:00,CRYPTO,RANGE,NO_TRADE,RANGE_STRUCTURE,88.41,88.43,88.28,88.3,0,0,0,0,104.0
2026-05-08T00:40:00+00:00,CRYPTO,RANGE,NO_TRADE,RANGE_STRUCTURE,88.29,88.35,88.29,88.3,0,0,0,0,104.0
2026-05-08T00:45:00+00:00,CRYPTO,RANGE,NO_TRADE,RANGE_STRUCTURE,88.3,88.3,88.17,88.25,0,0,0,0,104.0
2026-05-08T00:50:00+00:00,CRYPTO,RANGE,NO_TRADE,RANGE_STRUCTURE,88.25,88.25,88.13,88.18,0,0,0,0,104.0
2026-05-08T00:55:00+00:00,CRYPTO,RANGE,NO_TRADE,RANGE_STRUCTURE,88.17,88.27,88.1,88.27,0,0,0,0,104.0
2026-05-08T01:00:00+00:00,CRYPTO,RANGE,NO_TRADE,RANGE_STRUCTURE,88.27,88.37,88.27,88.3,0,0,0,0,104.0
2026-05-08T01:05:00+00:00,CRYPTO,BEARISH,NO_TRADE,NO_BREAKOUT,88.29,88.3,88.15,88.21,0,0,0,0,104.0
2026-05-08T01:10:00+00:00,CRYPTO,BEARISH,NO_TRADE,INVALID_PLAN,88.21,88.21,87.98,88.02,0,0,0,0,104.0
2026-05-08T01:15:00+00:00,CRYPTO,BEARISH,NO_TRADE,NO_BREAKOUT,88.01,88.14,87.92,88.14,0,0,0,0,104.0
